PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-009   1.4508287784959398E-009   2.1049041445120207E-009   3.0538555088334157E-009   4.4306214575838816E-009   6.4280731172843209E-009   9.3260334688321995E-009   1.3530477745798068E-008   1.9630406500402714E-008   2.8480358684358022E-008   4.1320124001153370E-008   5.9948425031894094E-008   8.6974900261778356E-008   1.2618568830660210E-007   1.8307382802953678E-007   2.6560877829466870E-007   3.8535285937105315E-007   5.5908101825122239E-007   8.1113083078968731E-007   1.1768119524349981E-006   1.7073526474706905E-006   2.4770763559917115E-006   3.5938136638046262E-006   5.2140082879996849E-006   7.5646332755462914E-006   1.0974987654930569E-005   1.5922827933410941E-005   2.3101297000831580E-005   3.3516026509388410E-005   4.8626015800653536E-005   7.0548023107186455E-005   1.0235310218990269E-004   1.4849682622544667E-004   2.1544346900318823E-004   3.1257158496882353E-004   4.5348785081285824E-004   6.5793322465756835E-004   9.5454845666183481E-004   1.3848863713938717E-003   2.0092330025650459E-003   2.9150530628251760E-003   4.2292428743894986E-003   6.1359072734131761E-003   8.9021508544503934E-003   1.2915496650148829E-002   1.8738174228603830E-002   2.7185882427329403E-002   3.9442060594376556E-002   5.7223676593502207E-002   8.3021756813197525E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
  0.99999999999999989        1.0827817877170014        1.1777782833303594        1.2873050999626410        1.4142135623730954     
 900 901 902 903 904 905 906 907 908 909 910 930 931 932 940 941 942
 1.1283211E+00 -2.0008285E-01  1.1396582E+00 -2.2688520E-01 -2.5880017E+06  1.6054375E+00 -3.2900412E-01 -1.8177245E+06  1.1283285E+00 -2.0008429E-01 -2.1881378E+02  3.5790631E+00 -5.6908649E-01  1.6005470E+07  3.5722969E+00 -5.7014750E-01 -2.8337954E+07
 4.2960169E-01 -3.9529453E-01  3.8864049E-01 -4.3563196E-01 -2.6301364E+06  5.3032816E-01 -6.2744976E-01 -1.8472780E+06  4.2960464E-01 -3.9529772E-01 -2.6071252E+02  1.4825337E+00 -1.1576578E+00  1.6591598E+07  1.4758229E+00 -1.1586085E+00 -2.9122092E+07
-2.9663003E-01 -6.2485772E-01 -3.9195079E-01 -6.8144985E-01 -2.6634228E+06 -5.8711802E-01 -9.7901687E-01 -1.8706220E+06 -2.9663349E-01 -6.2486377E-01 -3.1236226E+02 -6.9653177E-01 -1.8488915E+00  1.7130488E+07 -7.0318777E-01 -1.8497474E+00 -2.9816432E+07
-1.0535537E+00 -8.8626215E-01 -1.2055342E+00 -9.6161385E-01 -2.6895621E+06 -1.7517948E+00 -1.3797951E+00 -1.8889499E+06 -1.0535663E+00 -8.8627222E-01 -3.7681043E+02 -2.9676712E+00 -2.6353279E+00  1.7629757E+07 -2.9742730E+00 -2.6361016E+00 -3.0436786E+07
-1.8427117E+00 -1.1751209E+00 -2.0537685E+00 -1.2713883E+00 -2.7098460E+06 -2.9660772E+00 -1.8229978E+00 -1.9031689E+06 -1.8427381E+00 -1.1751370E+00 -4.5818017E+02 -5.3355104E+00 -3.5038621E+00  1.8095401E+07 -5.3420586E+00 -3.5045639E+00 -3.0995354E+07
 1.1320098E+00 -2.2211219E-01  1.1444293E+00 -2.5043588E-01 -1.6464500E+06  1.6125546E+00 -3.6267239E-01 -1.1559611E+06  1.1320172E+00 -2.2211377E-01 -1.3920622E+02  3.5859478E+00 -6.3584676E-01  1.2165140E+07  3.5797838E+00 -6.3681011E-01 -1.9977500E+07
 5.0745442E-01 -4.1032230E-01  4.7313441E-01 -4.5166825E-01 -1.6721911E+06  6.5157409E-01 -6.5036492E-01 -1.1740227E+06  5.0745798E-01 -4.1032561E-01 -1.6575610E+02  1.7119137E+00 -1.2033507E+00  1.2595138E+07  1.7058039E+00 -1.2042130E+00 -2.0527514E+07
-1.4010319E-01 -6.2857595E-01 -2.2288595E-01 -6.8533928E-01 -1.6922906E+06 -3.4480275E-01 -9.8454662E-01 -1.1881277E+06 -1.4010517E-01 -6.2858204E-01 -1.9846932E+02 -2.3112640E-01 -1.8606017E+00  1.2988851E+07 -2.3718266E-01 -1.8613772E+00 -2.1014195E+07
-8.1286007E-01 -8.7388838E-01 -9.4599406E-01 -9.4821418E-01 -1.7078376E+06 -1.3799576E+00 -1.3605775E+00 -1.1990396E+06 -8.1286993E-01 -8.7389831E-01 -2.3926980E+02 -2.2497625E+00 -2.5987148E+00  1.3352212E+07 -2.2557659E+00 -2.5994151E+00 -2.1448708E+07
